FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2020
A,Annual,KWT,Kuwait,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.3
A,Annual,LAO,Lao PDR,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,1.7
A,Annual,LBN,Lebanon,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-4.9
A,Annual,LBR,Liberia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.2
A,Annual,LBY,Libya,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-4.6
A,Annual,LKA,Sri Lanka,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.1
A,Annual,LSO,Lesotho,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.3
A,Annual,LTU,Lithuania,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-4.0
A,Annual,LUX,Luxembourg,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-9.0
A,Annual,LVA,Latvia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-1.8
A,Annual,MAR,Morocco,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-4.6
A,Annual,MDA,Moldova,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.0
A,Annual,MDG,Madagascar,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.5
A,Annual,MEX,Mexico,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-6.3
A,Annual,MKD,North Macedonia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.9
A,Annual,MLI,Mali,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.4
A,Annual,MMR,Myanmar,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.5
A,Annual,MNE,Montenegro,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.1
A,Annual,MNG,Mongolia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.1
A,Annual,MOZ,Mozambique,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.3
A,Annual,MRT,Mauritania,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.3
A,Annual,MWI,Malawi,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.1
A,Annual,MYS,Malaysia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.9
A,Annual,NAM,Namibia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-1.6
A,Annual,NER,Niger,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.2
A,Annual,NGA,Nigeria,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.1
A,Annual,NIC,Nicaragua,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.4
A,Annual,NLD,Netherlands,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-10.2
A,Annual,NOR,Norway,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.1
A,Annual,NPL,Nepal,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.0
A,Annual,NZL,New Zealand,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,2.3
A,Annual,OMN,Oman,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.1
A,Annual,PAK,Pakistan,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-6.1
A,Annual,PAN,Panama,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.4
A,Annual,PER,Peru,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.2
A,Annual,PHL,Philippines,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.3
A,Annual,POL,Poland,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-7.7
A,Annual,PRK,"Korea, Dem. People's Rep.",WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.1
A,Annual,PRT,Portugal,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.4
A,Annual,PRY,Paraguay,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.1
A,Annual,ROU,Romania,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-4.2
A,Annual,RUS,Russian Federation,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.2
A,Annual,RWA,Rwanda,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.8
A,Annual,SAU,Saudi Arabia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-3.2
A,Annual,SDN,Sudan,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-1.1
A,Annual,SEN,Senegal,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-1.2
A,Annual,SLE,Sierra Leone,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.0
A,Annual,SLV,El Salvador,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.1
A,Annual,SOM,Somalia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.9
A,Annual,SRB,Serbia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-4.6
A,Annual,SSD,South Sudan,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.3
A,Annual,SVK,Slovak Republic,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-7.7
A,Annual,SVN,Slovenia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-4.3
A,Annual,SWE,Sweden,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-1.3
A,Annual,SWZ,Eswatini,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.6
A,Annual,SYR,Syrian Arab Republic,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-6.0
A,Annual,TCD,Chad,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.1
A,Annual,TGO,Togo,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.2
A,Annual,THA,Thailand,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.3
A,Annual,TJK,Tajikistan,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.9
A,Annual,TKM,Turkmenistan,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-3.6
A,Annual,TUN,Tunisia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-5.7
A,Annual,TUR,Turkiye,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-4.1
A,Annual,TZA,Tanzania,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,0.2
A,Annual,UGA,Uganda,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.4
A,Annual,UKR,Ukraine,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.9
A,Annual,URY,Uruguay,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.9
A,Annual,USA,United States,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-1.5
A,Annual,UZB,Uzbekistan,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-5.9
A,Annual,VEN,"Venezuela, RB",WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-2.3
A,Annual,VNM,Viet Nam,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.4
A,Annual,YEM,"Yemen, Rep.",WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-4.4
A,Annual,ZAF,South Africa,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-5.1
A,Annual,ZMB,Zambia,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-0.1
A,Annual,ZWE,Zimbabwe,WB_CLEAR_WATQ_NS,"Water quality - nutrients, salts",_T,Total,WQ_RANGE,Water Quality Nutrients Salts Range,_Z,Not Applicable,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,country values range from -12.9 to 2.4,A,Normal value,PU,Public,-1.5
